2026-04-17 11:29:02,722 - ALERT - IP: 192.168.1.16 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 15:49:49,399 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,402 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,407 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,412 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,416 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,423 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,424 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,428 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,431 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,435 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,441 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,446 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,450 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,456 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,458 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,461 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,466 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,472 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,475 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,478 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,485 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,487 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,491 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,493 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,502 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,503 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,508 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,510 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,517 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,521 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,524 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,527 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,536 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,541 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,547 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,551 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,555 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,558 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,564 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,565 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,569 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,575 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,581 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,585 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,591 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,593 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,599 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,603 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,609 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,610 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,615 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,617 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,621 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,630 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,635 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,640 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,642 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,645 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,648 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,652 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,659 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,665 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,670 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,672 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,675 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,678 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,687 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,691 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,694 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,701 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,704 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,706 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,708 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,720 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,722 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,723 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,726 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,732 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,738 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,743 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,750 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,752 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,756 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,760 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,765 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,769 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,773 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,778 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,780 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,782 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,783 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,813 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,814 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,815 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,821 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,824 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,830 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,834 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,841 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,842 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,846 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,849 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,855 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,859 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,864 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,872 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,874 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,875 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,879 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,883 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,891 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,893 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,900 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,902 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,906 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,909 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,917 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,918 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,923 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,927 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,935 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,936 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,938 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,941 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,944 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,948 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,953 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,957 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,969 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,971 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,970 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,974 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:49,983 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:50,595 - ALERT - [CRITICAL] [Conf: 1.00] IP: 192.168.1.50 | Attack: Brute Force | MITRE: T1110 | Action: Block IP & Lock Account
2026-04-17 15:49:51,003 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,005 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,007 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,013 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,021 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,024 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,032 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,033 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,038 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,041 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,050 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,052 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,056 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,058 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,062 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,066 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,072 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,079 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,080 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,086 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,088 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,095 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,096 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,101 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,107 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 15:49:51,111 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
